SimDay,SimHour,MetricDate,QueryName,QueryVariant,CPU,LatencyMs,LogicalReads,PlanRegression
1,4,2025-07-04 04:00:00,Q2,4,57.01112251681805,192.22059006727721,170.41614410038687,True
1,4,2025-07-04 04:00:00,Q2,5,66.69648060395377,207.7171628725839,189.0385738943567,False
1,5,2025-07-04 05:00:00,Q1,1,52.40919495324134,184.85752943488336,143.89385489575503,False
1,5,2025-07-04 05:00:00,Q1,2,49.15876288965025,179.65683853546895,146.99333579359694,True
1,5,2025-07-04 05:00:00,Q1,3,47.13387266430786,176.41701404081067,,False
1,5,2025-07-04 05:00:00,Q1,4,51.87378136264522,184.00087157913262,164.25135814000487,True
1,5,2025-07-04 05:00:00,Q1,5,62.698220808329424,201.31997455811688,184.24068556423288,False
1,5,2025-07-04 05:00:00,Q2,1,58.40919692019462,194.45753848286842,151.093859938308,False
1,5,2025-07-04 05:00:00,Q2,2,55.15876342609205,189.25684529463567,154.19333983479186,True
1,5,2025-07-04 05:00:00,Q2,3,53.13387320074966,186.0170207999774,158.76347165378797,False
1,5,2025-07-04 05:00:00,Q2,4,57.87378189908702,193.60087404676491,171.45136146594405,True
1,5,2025-07-04 05:00:00,Q2,5,68.69822134477123,210.91997702574918,191.44068889017205,False
1,6,2025-07-04 06:00:00,Q1,1,50.72250709081453,182.15885782285784,,False
1,6,2025-07-04 06:00:00,Q1,2,47.07091368327137,176.31630877312014,144.48794142226527,True
1,6,2025-07-04 06:00:00,Q1,3,46.480148492251914,175.37108433337855,150.7790232824489,False
1,6,2025-07-04 06:00:00,Q1,4,53.17093922992568,186.07634884310434,165.80797225706436,True
1,6,2025-07-04 06:00:00,Q1,5,64.66938576994735,204.47386317302855,186.60610819449735,False
1,6,2025-07-04 06:00:00,Q2,1,56.722507627256334,191.75886029049013,149.06985603259355,False
1,6,2025-07-04 06:00:00,Q2,2,53.070914219713174,185.91631124075244,151.6879440329487,True
1,6,2025-07-04 06:00:00,Q2,3,52.48014902869372,184.97108680101084,157.97902589313233,False
1,6,2025-07-04 06:00:00,Q2,4,59.17094119687896,195.67635359955497,173.00797729961732,True
1,6,2025-07-04 06:00:00,Q2,5,70.66938773690063,214.0738679294792,193.8061132370503,False
1,7,2025-07-04 07:00:00,Q1,1,48.72490593033182,178.96272064240844,139.47276171244394,False
1,7,2025-07-04 07:00:00,Q1,2,45.193597467448825,173.312627504127,142.23519093113558,True
1,7,2025-07-04 07:00:00,Q1,3,46.34981037801503,175.16256802692246,150.62264651322198,False
1,7,2025-07-04 07:00:00,Q1,4,,188.695851354626,167.77260638266998,True
1,7,2025-07-04 07:00:00,Q1,5,66.46955709523426,207.35416626134497,188.766342752699,False
1,7,2025-07-04 07:00:00,Q2,1,54.7249078972851,188.56272969039352,146.6727667549969,False
1,7,2025-07-04 07:00:00,Q2,2,51.19359800389063,182.9126342632937,149.4351949723305,True
1,7,2025-07-04 07:00:00,Q2,3,52.34981091445683,184.76257478608917,157.8226505544169,False
1,7,2025-07-04 07:00:00,Q2,4,60.808110731157676,198.2958538222583,174.97260970860916,True
1,7,2025-07-04 07:00:00,Q2,5,72.46955763167607,216.95416872897727,,False
1,8,2025-07-04 08:00:00,Q1,1,56.54528175480511,,148.85723880864634,False
1,8,2025-07-04 08:00:00,Q1,2,53.647501680437266,186.8389032127659,152.37990066304468,True
1,8,2025-07-04 08:00:00,Q1,3,56.74449208924661,191.79408773275037,163.09628924302285,False
1,8,2025-07-04 08:00:00,Q1,4,66.66647520187637,207.66926004240577,182.00266906758554,True
1,8,2025-07-04 08:00:00,Q1,5,77.96880752385377,225.75299162345914,202.56546794336538,False
1,8,2025-07-04 08:00:00,Q2,1,62.54528229124691,201.07535339705538,156.05724213458552,False
1,8,2025-07-04 08:00:00,Q2,2,59.64750221687907,196.4389056803982,159.57990613475107,True
1,8,2025-07-04 08:00:00,Q2,3,62.744492625688416,201.39409020038266,170.29629471472924,False
1,8,2025-07-04 08:00:00,Q2,4,72.66647716882964,217.2692647988564,189.20267411013847,True
1,8,2025-07-04 08:00:00,Q2,5,83.96880949080705,235.35299637990977,209.76547298591834,False
1,9,2025-07-04 09:00:00,Q1,1,54.323918325782564,187.92119411930997,,False
1,9,2025-07-04 09:00:00,Q1,2,52.529741795621646,185.05051207338386,151.03861490810033,True
1,9,2025-07-04 09:00:00,Q1,3,57.62904832011281,193.20940237845923,164.1577828268967,False
1,9,2025-07-04 09:00:00,Q1,4,68.61114134780676,,184.33629454953643,True
1,9,2025-07-04 09:00:00,Q1,5,,227.49367610077937,203.87098568229692,False
1,9,2025-07-04 09:00:00,Q2,1,60.323920292735835,197.52120316729503,153.39163241269515,False
1,9,2025-07-04 09:00:00,Q2,2,58.52974233206345,194.65051883255057,158.23861894929524,True
1,9,2025-07-04 09:00:00,Q2,3,63.62904885655462,202.80940913762598,171.35778686809164,False
1,9,2025-07-04 09:00:00,Q2,4,74.61114188424857,220.38075731138406,,True
1,9,2025-07-04 09:00:00,Q2,5,85.05671775370986,,211.0709890082361,False
1,10,2025-07-04 10:00:00,Q1,1,52.20281917799373,184.52746445070517,143.64633736065298,False
1,10,2025-07-04 10:00:00,Q1,2,,184.05432531292814,150.29148351023437,True
1,10,2025-07-04 10:00:00,Q1,3,58.93381368873776,195.29705593611652,165.72353166761548,False
1,10,2025-07-04 10:00:00,Q1,4,70.50019851183403,213.8032709825183,,True
1,10,2025-07-04 10:00:00,Q1,5,79.64976259118615,,204.58267052936748,False
1,10,2025-07-04 10:00:00,Q2,1,58.20281971443553,194.12746691833746,150.84634068659216,False
1,10,2025-07-04 10:00:00,Q2,2,57.90710750186779,193.65432778056044,157.49148612091784,True
1,10,2025-07-04 10:00:00,Q2,3,64.93381422517956,204.89705840374882,172.92353427829892,False
1,10,2025-07-04 10:00:00,Q2,4,76.5002004787873,223.40327573896894,193.80319858729092,True
1,10,2025-07-04 10:00:00,Q2,5,85.64976455813942,238.0425781318219,211.78267557192044,False
1,11,2025-07-04 11:00:00,Q1,1,50.316081470399304,181.50870879487707,141.38227678786262,False
1,11,2025-07-04 11:00:00,Q1,2,51.811582106455276,183.90151021489797,150.17687692528102,True
1,11,2025-07-04 11:00:00,Q1,3,60.55942397335625,197.8980570678291,167.67428725496916,False
1,11,2025-07-04 11:00:00,Q1,4,72.19446395192416,216.51412465451992,188.63633531865761,True
1,11,2025-07-04 11:00:00,Q1,5,79.6970819653092,228.51831334182552,204.63947702412662,False
1,11,2025-07-04 11:00:00,Q2,1,56.31608343735258,191.10871784286215,,False
1,11,2025-07-04 11:00:00,Q2,2,57.81158264289708,193.50151697406469,157.37688096647594,True
1,11,2025-07-04 11:00:00,Q2,3,66.55942450979806,207.49806382699583,174.8742912961641,False
1,11,2025-07-04 11:00:00,Q2,4,78.19446448836597,226.1141271221522,195.8363386445968,True
1,11,2025-07-04 11:00:00,Q2,5,85.697082501751,238.1183158094578,211.8394803500658,False
1,12,2025-07-04 12:00:00,Q1,1,,179.05241505539078,139.54006086418931,False
1,12,2025-07-04 12:00:00,Q1,2,52.23826797394634,184.58423657074104,150.68893036463913,True
1,12,2025-07-04 12:00:00,Q1,3,62.38368741347982,200.81690753988417,169.8634337814863,False
1,12,2025-07-04 12:00:00,Q1,4,73.56706717220129,218.71031448328625,190.28348958135902,True
1,12,2025-07-04 12:00:00,Q1,5,79.18404149644994,227.69747326797363,204.02385885986436,False
1,12,2025-07-04 12:00:00,Q2,1,54.78088031475133,188.65241752302308,146.7400641901285,False
1,12,2025-07-04 12:00:00,Q2,2,58.23826851038815,194.18423903837336,157.88893011429965,True
1,12,2025-07-04 12:00:00,Q2,3,68.38368794992162,210.41691000751646,177.06343353114679,False
1,12,2025-07-04 12:00:00,Q2,4,,228.3103192397369,197.48349462391195,True
1,12,2025-07-04 12:00:00,Q2,5,85.18404346340321,237.2974780244243,211.2238639024173,False
1,13,2025-07-04 13:00:00,Q1,1,47.68931638375389,177.3059383004247,138.2302151890914,False
1,13,2025-07-04 13:00:00,Q1,2,53.14557307947463,186.03594941590927,,True
1,13,2025-07-04 13:00:00,Q1,3,64.26976991871516,,172.1267588946031,False
1,13,2025-07-04 13:00:00,Q1,4,74.51195397985084,220.22216234338293,191.4173798573729,True
1,13,2025-07-04 13:00:00,Q1,5,78.13309049303491,226.01598063036698,202.76274376260076,False
1,13,2025-07-04 13:00:00,Q2,1,53.68931835070717,186.90594734840982,145.43022023164434,False
1,13,2025-07-04 13:00:00,Q2,2,59.14557361591643,195.635956175076,158.97772663930243,True
1,13,2025-07-04 13:00:00,Q2,3,70.26977045515696,213.43467098375038,179.32676293579803,False
1,13,2025-07-04 13:00:00,Q2,4,80.51195451629265,229.82216481101523,198.61738318331209,True
1,13,2025-07-04 13:00:00,Q2,5,84.13309102947672,235.61598309799928,209.96274708853994,False
1,14,2025-07-04 14:00:00,Q1,1,47.102246622815734,176.36665565078104,137.52575472177708,False
1,14,2025-07-04 14:00:00,Q1,2,54.45812754957024,188.1360655359196,153.35281263854517,True
1,14,2025-07-04 14:00:00,Q1,3,66.07559955330844,206.72402060779027,,False
1,14,2025-07-04 14:00:00,Q1,4,74.95119337051003,220.92497004476056,191.94449180248688,True
1,14,2025-07-04 14:00:00,Q1,5,76.60231099924745,223.56675811662998,200.92583304637873,False
1,14,2025-07-04 14:00:00,Q2,1,53.10224715925754,185.96665811841333,144.72575804771625,False
1,14,2025-07-04 14:00:00,Q2,2,60.458128086012046,197.7360680035519,160.55281524922862,True
1,14,2025-07-04 14:00:00,Q2,3,72.07560008975025,216.3240230754226,181.49378174312145,False
1,14,2025-07-04 14:00:00,Q2,4,80.9511953374633,230.52497480121121,199.1444968450398,True
1,14,2025-07-04 14:00:00,Q2,5,82.60231296620074,233.16676287308067,208.1258380889317,False
1,15,2025-07-04 15:00:00,Q1,1,47.04525758759115,176.27549787074466,,False
1,15,2025-07-04 15:00:00,Q1,2,56.072067848820694,190.7183946910433,155.28956996550312,True
1,15,2025-07-04 15:00:00,Q1,3,67.66369689456243,209.26500103011963,176.19952490980018,False
1,15,2025-07-04 15:00:00,Q1,4,74.8404367882086,220.74778848093567,191.81161287158255,True
1,15,2025-07-04 15:00:00,Q1,5,74.6816079904822,220.49366227046298,198.62101840371784,False
1,15,2025-07-04 15:00:00,Q2,1,53.04525955454443,185.87550691872977,144.65740332042938,False
1,15,2025-07-04 15:00:00,Q2,2,,200.31840145021002,162.48957400669804,True
1,15,2025-07-04 15:00:00,Q2,3,73.66369743100425,218.86500778928635,183.39952895099512,False
1,15,2025-07-04 15:00:00,Q2,4,80.84043732465041,230.34779094856796,199.01161619752173,True
1,15,2025-07-04 15:00:00,Q2,5,80.68160852692401,230.09366473809527,205.82102172965702,False
1,16,2025-07-04 16:00:00,Q1,1,47.50669952784666,177.01383394301084,138.01115471301748,False
1,16,2025-07-04 16:00:00,Q1,2,57.861867529630416,193.5821031481962,157.43735425879774,True
1,16,2025-07-04 16:00:00,Q1,3,68.91029664976152,211.25958960629552,177.69546929236202,False
1,16,2025-07-04 16:00:00,Q1,4,,219.67782314033659,191.00914503521398,True
1,16,2025-07-04 16:00:00,Q1,5,72.48633511931057,216.9812503529113,195.9867156346348,False
1,16,2025-07-04 16:00:00,Q2,1,53.50670006428847,186.61383641064313,145.21115803895665,False
1,16,2025-07-04 16:00:00,Q2,2,63.86186806607222,203.1821056158285,164.63735973050413,True
1,16,2025-07-04 16:00:00,Q2,3,74.91029718620332,220.85959207392781,184.8954747640684,False
1,16,2025-07-04 16:00:00,Q2,4,80.17169499458562,229.27782789678724,198.2091500777669,True
1,16,2025-07-04 16:00:00,Q2,5,78.48633708626384,226.58125510936193,,False
1,17,2025-07-04 17:00:00,Q1,1,48.438795870029466,178.50521276682628,139.12969499995975,False
1,17,2025-07-04 17:00:00,Q1,2,59.6892302582017,,159.63021563991768,True
1,17,2025-07-04 17:00:00,Q1,3,,212.54573270277288,178.66008421431223,False
1,17,2025-07-04 17:00:00,Q1,4,72.97421142757887,217.76188154810842,189.5721932219842,True
1,17,2025-07-04 17:00:00,Q1,5,70.1497721607086,213.24277858700555,,False
1,17,2025-07-04 17:00:00,Q2,1,54.438797836982744,188.1052218148114,146.32970004251274,False
1,17,2025-07-04 17:00:00,Q2,2,65.68923079464349,206.10591494939993,166.83021968111262,True
1,17,2025-07-04 17:00:00,Q2,3,75.71412119879983,222.14573946193963,185.86008825550715,False
1,17,2025-07-04 17:00:00,Q2,4,78.97421196402067,227.3618840157407,196.7721965479234,True
1,17,2025-07-04 17:00:00,Q2,5,76.1497726971504,222.84278105463784,200.38286951708608,False
1,18,2025-07-04 18:00:00,Q1,1,49.76065582928434,180.62021766949147,140.715955918923,False
1,18,2025-07-04 18:00:00,Q1,2,61.412248700385696,199.262766665585,161.69786816890735,True
1,18,2025-07-04 18:00:00,Q1,3,70.0030140702191,213.00799112320797,179.00678670211437,False
1,18,2025-07-04 18:00:00,Q1,4,71.31222279610353,,187.57783726258265,True
1,18,2025-07-04 18:00:00,Q1,5,,209.50521010202797,190.37970171854033,False
1,18,2025-07-04 18:00:00,Q2,1,55.76065636572614,190.22022013712376,147.91595924486217,False
1,18,2025-07-04 18:00:00,Q2,2,67.4122492368275,208.86276913321728,168.8978707795908,True
1,18,2025-07-04 18:00:00,Q2,3,76.0030146066609,222.60799359084027,186.2067893127978,False
1,18,2025-07-04 18:00:00,Q2,4,77.3122247630568,224.70272917052148,194.7778423051356,True
1,18,2025-07-04 18:00:00,Q2,5,73.81377840184906,219.10521485847863,197.5797067610933,False
1,19,2025-07-04 19:00:00,Q1,1,41.363910929678816,167.18545050644556,130.6398867157193,False
1,19,2025-07-04 19:00:00,Q1,2,,185.63554816871954,151.47745903482752,True
1,19,2025-07-04 19:00:00,Q1,3,59.7390089853907,196.5856076638055,166.6900038461318,False
1,19,2025-07-04 19:00:00,Q1,4,59.280708632248064,195.85233071975944,,True
1,19,2025-07-04 19:00:00,Q1,5,55.619261910543585,,175.74630753512918,False
1,19,2025-07-04 19:00:00,Q2,1,47.363912896632094,176.78545955443064,137.83989175827227,False
1,19,2025-07-04 19:00:00,Q2,2,58.89522225358478,195.23555492788628,158.67746307602243,True
1,19,2025-07-04 19:00:00,Q2,3,65.7390095218325,206.1856144229722,173.8900078873267,False
1,19,2025-07-04 19:00:00,Q2,4,65.28070916868987,205.45233318739173,180.34004683770675,True
1,19,2025-07-04 19:00:00,Q2,5,61.61926244698539,199.5940182985541,182.94631086106835,False
1,20,2025-07-04 20:00:00,Q1,1,43.12028804124305,169.99568285280574,132.74756535643084,False
1,20,2025-07-04 20:00:00,Q1,2,54.018067579169085,187.43213051581873,152.82490446762773,True
1,20,2025-07-04 20:00:00,Q1,3,58.92107734917367,195.27694601371562,165.7085162810402,False
1,20,2025-07-04 20:00:00,Q1,4,56.999093700102115,192.20177150464886,170.4021359915613,True
1,20,2025-07-04 20:00:00,Q1,5,53.69676155693865,186.91803994147688,173.4393375091721,False
1,20,2025-07-04 20:00:00,Q2,1,49.12028857768485,179.59568532043804,,False
1,20,2025-07-04 20:00:00,Q2,2,60.01806811561089,197.03213298345102,160.02490421728822,True
1,20,2025-07-04 20:00:00,Q2,3,64.92107788561547,204.8769484813479,172.9085160307007,False
1,20,2025-07-04 20:00:00,Q2,4,62.999095667055386,201.80177626109952,177.60214103411423,True
1,20,2025-07-04 20:00:00,Q2,5,59.69676352389192,196.51804469792754,180.63934255172504,False
1,21,2025-07-04 21:00:00,Q1,1,,172.8272962548048,134.87128729905677,False
1,21,2025-07-04 21:00:00,Q1,2,54.68420984953269,188.49798282472344,153.62430129889847,True
1,21,2025-07-04 21:00:00,Q1,3,57.584903503855465,193.13909253752942,164.10513377349278,False
1,21,2025-07-04 21:00:00,Q1,4,54.60280993971973,188.36774645589443,167.52662158593685,True
1,21,2025-07-04 21:00:00,Q1,5,52.15723424907235,184.45482521674816,171.59193084656695,False
1,21,2025-07-04 21:00:00,Q2,1,50.890032961743906,182.42730530278985,142.0712923416097,False
1,21,2025-07-04 21:00:00,Q2,2,60.68421038597449,198.09798958389015,160.8243053400934,True
1,21,2025-07-04 21:00:00,Q2,3,63.58490404029727,202.73909929669614,171.3051378146877,False
1,21,2025-07-04 21:00:00,Q2,4,,197.96774892352673,174.72662491187603,True
1,21,2025-07-04 21:00:00,Q2,5,58.157234785514156,194.05482768438046,178.79193417250613,False
1,22,2025-07-04 22:00:00,Q1,1,46.53185863566071,175.45424944805433,136.84150371391235,False
1,22,2025-07-04 22:00:00,Q1,2,54.82757031178666,188.72738853218718,153.79635852992618,True
1,22,2025-07-04 22:00:00,Q1,3,55.80086376728882,190.2846579268802,161.96431076593575,False
1,22,2025-07-04 22:00:00,Q1,4,52.23447840775074,184.578440681067,164.68464842389704,True
1,22,2025-07-04 22:00:00,Q1,5,51.08491450721256,182.73913830609547,170.30517183265817,False
1,22,2025-07-04 22:00:00,Q2,1,52.531859172102514,185.05425191568662,144.04150703985152,False
1,22,2025-07-04 22:00:00,Q2,2,,198.32739099981947,160.99636114060962,True
1,22,2025-07-04 22:00:00,Q2,3,61.80086430373062,199.88466039451248,169.1643133766192,False
1,22,2025-07-04 22:00:00,Q2,4,58.23448037470402,194.17844543751767,171.88465346644998,True
1,22,2025-07-04 22:00:00,Q2,5,57.084916474165844,192.33914306254613,,False
1,23,2025-07-04 23:00:00,Q1,1,47.91225689398276,177.66291133769252,138.49801202226763,False
1,23,2025-07-04 23:00:00,Q1,2,54.41675858250794,188.07011444166415,153.3034134226491,True
1,23,2025-07-04 23:00:00,Q1,3,53.6689168944209,186.87356760661447,,False
1,23,2025-07-04 23:00:00,Q1,4,50.033876379411204,181.0575064035811,162.04395495774696,True
1,23,2025-07-04 23:00:00,Q1,5,50.53125854484008,181.85331773415686,169.64081364566857,False
1,23,2025-07-04 23:00:00,Q2,1,53.912258860936035,187.2629203856776,145.6980170648206,False
1,23,2025-07-04 23:00:00,Q2,2,60.41675911894974,197.67012120083086,160.50341746384402,True
1,23,2025-07-04 23:00:00,Q2,3,59.668917430862706,196.4735743657812,166.60600752754652,False
1,23,2025-07-04 23:00:00,Q2,4,56.033876915853,190.6575088712134,169.2439582836861,True
1,23,2025-07-04 23:00:00,Q2,5,56.53125908128188,191.45332020178915,176.84081697160775,False
2,0,2025-07-05 00:00:00,Q1,1,49.615443251582874,180.39007695656235,140.54389737605152,False
2,0,2025-07-05 00:00:00,Q1,2,54.158054519504255,187.65825538756792,152.99503456324283,True
2,0,2025-07-05 00:00:00,Q1,3,52.012635258784705,184.22558443630618,157.42053153978634,False
2,0,2025-07-05 00:00:00,Q1,4,48.82925496362144,179.1321752934927,160.6004752749974,True
2,0,2025-07-05 00:00:00,Q1,5,51.212280818186734,182.94501652668674,170.46010638988272,False
2,0,2025-07-05 00:00:00,Q2,1,55.61544378802468,189.99007942419465,147.7439007019907,False
2,0,2025-07-05 00:00:00,Q2,2,,197.2582578552002,160.19503431290332,True
2,0,2025-07-05 00:00:00,Q2,3,58.01263579522651,193.82558690393847,164.62053128944683,False
2,0,2025-07-05 00:00:00,Q2,4,54.82925693057472,188.73218004994337,167.80048031755035,True
2,0,2025-07-05 00:00:00,Q2,5,57.21228278514001,192.54502128313737,177.66011143243566,False
2,1,2025-07-05 01:00:00,Q1,1,50.1487842242536,181.24344718915847,141.18393694162523,False
2,1,2025-07-05 01:00:00,Q1,2,52.692529853114,185.31344059766644,151.23643107040897,True
2,1,2025-07-05 01:00:00,Q1,3,49.56833319268741,180.31472580687347,154.48739516730402,False
2,1,2025-07-05 01:00:00,Q1,4,47.326148595109935,176.72723407173166,158.796773739618,True
2,1,2025-07-05 01:00:00,Q1,5,51.7050122607398,183.733415802629,171.05141022778082,False
2,1,2025-07-05 01:00:00,Q2,1,56.14878619120688,190.84345623714353,148.3839419841782,False
2,1,2025-07-05 01:00:00,Q2,2,58.69253038955581,,158.43643511160388,True
2,1,2025-07-05 01:00:00,Q2,3,,189.9147325660402,161.68739920849893,False
2,1,2025-07-05 01:00:00,Q2,4,53.32614913155174,186.32723653936395,165.99677706555718,True
2,1,2025-07-05 01:00:00,Q2,5,57.7050127971816,193.3334182702613,178.25141355372,False
2,2,2025-07-05 02:00:00,Q1,1,50.152795490118166,181.24989418239915,141.18877370647422,False
2,2,2025-07-05 02:00:00,Q1,2,50.796914026921854,,148.96171675530135,True
2,2,2025-07-05 02:00:00,Q1,3,,176.4925291896271,151.6207506547992,False
2,2,2025-07-05 02:00:00,Q1,4,46.30384784835419,175.09157755324543,157.57003751983407,True
2,2,2025-07-05 02:00:00,Q1,5,52.65273039843071,185.24978949925742,,False
2,2,2025-07-05 02:00:00,Q2,1,56.15279602655997,190.84989665003144,148.3887770324134,False
2,2,2025-07-05 02:00:00,Q2,2,56.79691456336366,191.8804867112487,156.1617193659848,True
2,2,2025-07-05 02:00:00,Q2,3,53.17944273843939,186.0925316572594,158.82075326548264,False
2,2,2025-07-05 02:00:00,Q2,4,52.30384981530747,184.6915823096961,164.77004256238703,True
2,2,2025-07-05 02:00:00,Q2,5,58.65273236538398,194.84979425570808,179.38870171188583,False
2,3,2025-07-05 03:00:00,Q1,1,49.60270870620706,180.36978000446433,140.52869996414972,False
2,3,2025-07-05 03:00:00,Q1,2,48.57590076955866,178.72688770815822,,True
2,3,2025-07-05 03:00:00,Q1,3,44.98427190263086,,148.98657526341648,False
2,3,2025-07-05 03:00:00,Q1,4,45.8075314725429,174.29750031980473,156.9744868367179,True
2,3,2025-07-05 03:00:00,Q1,5,53.96636044908323,187.3516265481588,173.76508169797327,False
2,3,2025-07-05 03:00:00,Q2,1,55.60271067316034,189.96978905244939,147.72870500670265,False
2,3,2025-07-05 03:00:00,Q2,2,54.57590130600046,188.32689446732493,153.49653385551778,True
2,3,2025-07-05 03:00:00,Q2,3,50.98427243907266,182.58028814613002,156.1865793046114,False
2,3,2025-07-05 03:00:00,Q2,4,51.8075320089847,183.89750278743702,164.17449016265707,True
2,3,2025-07-05 03:00:00,Q2,5,59.966360985525036,196.9516290157911,180.96508502391245,False
2,4,2025-07-05 04:00:00,Q1,1,48.51107674356587,,139.21876771581475,False
2,4,2025-07-05 04:00:00,Q1,2,46.15590820534032,174.85492857326625,143.39256341358382,True
2,4,2025-07-05 04:00:00,Q1,3,43.10747926402315,169.97744213304833,146.73444877341018,False
2,4,2025-07-05 04:00:00,Q1,4,45.84608234971053,174.3592063995959,157.020772565642,True
2,4,2025-07-05 04:00:00,Q1,5,55.531440436846246,189.8557792049026,175.64320235961185,False
2,4,2025-07-05 04:00:00,Q2,1,54.511077280007676,188.2232002997281,146.41877104175393,False
2,4,2025-07-05 04:00:00,Q2,2,52.15590874178212,184.45493104089854,150.5925688852902,True
2,4,2025-07-05 04:00:00,Q2,3,49.10747980046495,179.57744460068062,153.93445424511657,False
2,4,2025-07-05 04:00:00,Q2,4,51.8460843166638,183.95921115604654,164.22077760819496,True
2,4,2025-07-05 04:00:00,Q2,5,61.53144240379952,199.45578396135323,182.84320740216478,False
2,5,2025-07-05 05:00:00,Q1,1,46.9265720360964,176.0880149764676,137.3173867431743,False
2,5,2025-07-05 05:00:00,Q1,2,43.67613997250531,170.8873240770532,140.4168676410162,True
